Country,Year,Dataset,TMAX_year,TMAX_MAMJJASO,TMAX_AMJJAS,TMAX_ONDJFM,TMAX_NDJF,TMIN_year,TMIN_MAMJJASO,TMIN_AMJJAS,TMIN_ONDJFM,TMIN_NDJF,TAVG_year,TAVG_MAMJJASO,TAVG_AMJJAS,TAVG_ONDJFM,TAVG_NDJF,RH_year,RH_MAMJJASO,RH_AMJJAS,RH_ONDJFM,RH_NDJF,RHmin_year,RHmin_MAMJJASO,RHmin_AMJJAS,RHmin_ONDJFM,RHmin_NDJF,PREC_year,PREC_MAMJJASO,PREC_AMJJAS,PREC_ONDJFM,PREC_NDJF,SRAD_year,SRAD_MAMJJASO,SRAD_AMJJAS,SRAD_ONDJFM,SRAD_NDJF,WIND_year,WIND_MAMJJASO,WIND_AMJJAS,WIND_ONDJFM,WIND_NDJF,VPD_year,VPD_MAMJJASO,VPD_AMJJAS,VPD_ONDJFM,VPD_NDJF,FWI_FD_year,FWI_FD_MAMJJASO,FWI_FD_AMJJAS,FWI_FD_ONDJFM,FWI_FD_NDJF,FWI_3+_year,FWI_3+_MAMJJASO,FWI_3+_AMJJAS,FWI_3+_ONDJFM,FWI_3+_NDJF,FWI_4+_year,FWI_4+_MAMJJASO,FWI_4+_AMJJAS,FWI_4+_ONDJFM,FWI_4+_NDJF,FWI_5+_year,FWI_5+_MAMJJASO,FWI_5+_AMJJAS,FWI_5+_ONDJFM,FWI_5+_NDJF,FWI_6_year,FWI_6_MAMJJASO,FWI_6_AMJJAS,FWI_6_ONDJFM,FWI_6_NDJF,DFM10H_year,DFM10H_MAMJJASO,DFM10H_AMJJAS,DFM10H_ONDJFM,DFM10H_NDJF,DFM10H_u10_year,DFM10H_u10_MAMJJASO,DFM10H_u10_AMJJAS,DFM10H_u10_ONDJFM,DFM10H_u10_NDJF,DFM10H_u8_year,DFM10H_u8_MAMJJASO,DFM10H_u8_AMJJAS,DFM10H_u8_ONDJFM,DFM10H_u8_NDJF,DFM10H_u6_year,DFM10H_u6_MAMJJASO,DFM10H_u6_AMJJAS,DFM10H_u6_ONDJFM,DFM10H_u6_NDJF,DFM10H_u4_year,DFM10H_u4_MAMJJASO,DFM10H_u4_AMJJAS,DFM10H_u4_ONDJFM,DFM10H_u4_NDJF,DFM10H_u2_year,DFM10H_u2_MAMJJASO,DFM10H_u2_AMJJAS,DFM10H_u2_ONDJFM,DFM10H_u2_NDJF,AWP0-40_S2+_year,AWP0-40_S2+_MAMJJASO,AWP0-40_S2+_AMJJAS,AWP0-40_S2+_ONDJFM,AWP0-40_S2+_NDJF,AWP0-40_S3+_year,AWP0-40_S3+_MAMJJASO,AWP0-40_S3+_AMJJAS,AWP0-40_S3+_ONDJFM,AWP0-40_S3+_NDJF,AWP0-40_S4+_year,AWP0-40_S4+_MAMJJASO,AWP0-40_S4+_AMJJAS,AWP0-40_S4+_ONDJFM,AWP0-40_S4+_NDJF,AWD0-40_sum_year,AWD0-40_sum_MAMJJASO,AWD0-40_sum_AMJJAS,AWD0-40_sum_ONDJFM,AWD0-40_sum_NDJF,AWR0-10_u30_year,AWR0-10_u30_MAMJJASO,AWR0-10_u30_AMJJAS,AWR0-10_u30_ONDJFM,AWR0-10_u30_NDJF,AWR0-40_u30_year,AWR0-40_u30_MAMJJASO,AWR0-40_u30_AMJJAS,AWR0-40_u30_ONDJFM,AWR0-40_u30_NDJF,Share_Con,Share_Pines,FA_kha,BFA_ha,BFAI
PRT,2012,Cal,20.178,23.436,24.723,16.649,13.831,9.917,12.428,13.496,6.531,4.651,14.806,17.732,18.913,11.252,8.847,69.411,65.189,64.291,70.879,77.349,47.489,42.197,41.132,49.801,57.11,646.166,374.395,252.643,310.957,204.399,6262.067,5132.245,4199.783,2187.698,1170.884,2.664,2.771,2.884,2.452,2.377,0.714,0.929,1.034,0.516,0.293,12.113,16.853,19.456,8.029,2.711,98.265,97.981,89.048,29.763,0.284,54.332,54.332,52.424,15.642,0,13.199,13.199,13.099,0.872,0,0.251,0.251,0.251,0,0,14.248,12.89,12.525,14.226,15.992,139.495,122.107,94.995,59.222,17.615,86.073,77.758,61.173,40.233,8.314,40.05,37.874,29.994,17.941,2.177,6.387,6.335,6.192,1.344,0.053,0,0,0,0,0,157.523,125.619,97.24,80.049,32.144,41.722,27.382,3.716,40.486,14.346,18.38,15.622,1.231,17.521,2.758,-1172.478,-441.478,89.427,-1920.51,-873.139,188.288,161.856,128.262,75.553,27.232,173.233,159.194,129.684,60.911,14.038,0.2973,0.294,4340.594394,68166.38332,15.70438911
PRT,2013,Ver,20.06,23.435,25.569,14.369,13.097,10.366,12.764,13.714,7.139,6.051,14.999,17.934,19.495,10.541,9.349,70.295,65.734,60.442,82.368,83.541,50.176,44.463,38.102,64.645,66.301,915.855,594.058,176.511,805.201,434.819,6137.69,5123.121,4405.592,1673.735,936.434,2.821,2.827,2.776,2.777,2.707,0.734,0.966,1.181,0.259,0.212,11.494,16.19,21.09,1.027,0.372,99.862,99.861,99.322,0.475,0,62.342,62.342,62.323,0.022,0,10.175,10.175,10.175,0,0,0.054,0.054,0.054,0,0,15.296,13.877,10.856,21.235,20.699,121.855,116.442,111.78,7.194,0.527,77.886,77.83,76.978,1.306,0,38.589,38.589,38.514,0.057,0,4.743,4.743,4.743,0,0,0,0,0,0,0,137.484,115.654,115.384,0.375,0,19.417,8.982,8.982,0,0,2.956,2.722,2.722,0,0,-259.775,352.341,-299.174,714.942,202.046,171.807,150.08,145.23,8.74,1.383,149.889,143.647,141.801,4.254,0,0.2973,0.294,4341.577953,66523.17586,15.32234975
PRT,2014,Cal,19.914,23.174,24.41,14.97,13.192,10.88,12.943,13.774,7.398,6.166,15.155,17.803,18.843,10.947,9.44,74.969,70.354,68.625,79.544,80.767,54.644,48.176,45.809,61.597,64.002,1071.516,482.106,311.417,718.359,503.76,5914.686,5038.36,4188.608,1748.946,914.726,2.832,2.733,2.732,2.965,3.106,0.588,0.773,0.868,0.309,0.249,7.511,10.96,13.559,2.208,1.765,59.196,59.196,59.162,0.566,0.001,24.692,24.692,24.692,0.019,0,1.277,1.277,1.277,0,0,0.012,0.012,0.012,0,0,17.151,14.486,13.685,19.776,20.713,89.575,88.303,76.99,15.109,4.935,45.356,45.27,43.567,1.904,0.056,15.078,15.078,15.059,0.075,0,0.942,0.942,0.942,0,0,0,0,0,0,0,73.334,73.199,73.031,22.126,21.831,1.303,1.303,1.303,10.435,10.435,0.004,0.004,0.004,0.234,0.234,1166.097,950.405,788.604,-276.415,-466.041,130.069,128.199,109.434,36.945,20.575,109.181,108.981,105.1,11.747,6.243,0.2973,0.294,4342.561511,8545.095749,1.967754683
PRT,2015,Cal,21.047,24.232,26.079,15.496,13.122,10.822,13.121,14.257,7.079,5.334,15.624,18.421,19.936,10.927,8.881,70.797,65.793,62.905,78.907,81.717,49.242,42.988,39.237,59.724,63.618,570.54,367.362,197.162,455.104,324.759,6261.339,5200.306,4327.608,1928.702,1022.765,2.698,2.708,2.668,2.792,2.816,0.719,0.941,1.101,0.334,0.232,11.065,15.631,19.528,2.176,0.991,98.951,98.951,97.209,0.101,0,45.377,45.377,45.367,0,0,3.836,3.836,3.836,0,0,0.024,0.024,0.024,0,0,14.196,12.671,11.198,17.466,18.749,124.016,121.113,106.964,18.267,2.711,73.71,73.667,68.624,5.035,0.093,29.588,29.588,29.264,0.328,0,2.069,2.069,2.069,0,0,0,0,0,0,0,121.131,105.885,102.569,6.963,5.147,4.111,1.919,1.84,1.275,1.222,0.299,0.221,0.218,0.077,0.077,-815.532,-211.385,-163.416,-214.282,-147.293,174.857,156.407,138.008,29.049,6.702,148.165,147.324,134.366,9.589,0.483,0.2973,0.294,4343.54507,26886.85876,6.190072471
PRT,2016,Ver,20.595,23.76,25.606,15.871,15.136,11.004,12.978,14.268,8.126,7.625,15.548,18.139,19.744,11.697,11.049,72.269,67.417,64.414,80.93,82.366,52.097,45.542,42.548,62.82,65.042,921.634,488.745,347.004,594.469,388.019,6118.765,5140.208,4273.278,1796.913,985.309,2.802,2.749,2.804,2.814,2.811,0.717,0.948,1.114,0.303,0.262,10.198,14.855,17.871,1.712,1.329,92.426,92.423,84.3,1.659,0.004,53.291,53.291,50.102,0.01,0,8.552,8.552,8.552,0,0,0.109,0.109,0.109,0,0,15.97,13.93,12.865,19.349,19.467,108.012,105.565,93.699,8.938,2.454,67.863,67.777,62.965,0.942,0.036,30.717,30.717,28.832,0.016,0,2.263,2.263,2.241,0,0,0,0,0,0,0,90.381,90.167,81.912,12.095,10.238,1.194,1.194,1.14,1.028,0.97,0.179,0.179,0.179,0.003,0,774.354,713.452,746.769,20.79,-323.221,136.605,134.767,119.323,21.996,13.906,122.005,121.925,109.525,6.08,0.567,0.2973,0.294,4343.002342,89097.29652,20.51513895
PRT,2017,Cal,21.907,25.555,26.947,15.985,14.211,11.011,13.554,14.518,7.594,6.184,16.11,19.236,20.424,11.399,9.808,66.83,61.726,60.362,78.651,80.638,44.468,38.158,36.075,59.187,62.238,521.937,225.339,115.417,476.831,317.1,6523.34,5438.83,4493.728,1932.791,1057.788,2.76,2.791,2.855,2.654,2.683,0.848,1.108,1.206,0.35,0.266,14.607,20.329,22.858,2.898,1.141,123.92,122.651,104.202,8.117,0,75.078,75.058,63.097,3.189,0,16.494,16.494,14.224,0,0,0.206,0.206,0.152,0,0,13.076,10.865,9.89,18.156,18.755,165.491,149.726,121.37,18.098,3.525,103.742,99.193,82.202,5.545,0.169,46.245,46.033,36.308,1.885,0,8.115,8.115,5.914,0.022,0,0,0,0,0,0,154.385,133.311,115.333,11.662,3.621,27.172,18.129,10.708,0.885,0.864,6.857,5.007,2.58,0.1,0.1,-1670.106,-927.281,-555.577,-197.149,-139.455,194.824,180.842,153.945,23.648,5.691,179.432,168.309,147.308,12.28,0.07,0.2973,0.294,4342.459614,362484.2821,83.47441642
PRT,2018,Cal,20.14,23.182,25.085,16.122,14.255,10.649,12.901,14.133,7.097,5.53,15.121,17.792,19.343,11.275,9.517,73.264,69.354,68.073,73.696,76.176,52.532,47.637,45.515,53.407,55.682,928.587,594.102,257.642,560.125,258.596,5948.005,4929.259,4104.987,1956.525,1090.955,2.733,2.789,2.594,2.827,2.672,0.659,0.858,0.968,0.466,0.327,9.097,12.876,14.558,6.304,3.503,76.495,76.495,65.561,19.718,1.269,40.074,40.074,31.823,11.981,0.02,6.187,6.187,4.938,2.27,0,0.07,0.07,0.07,0.054,0,16.343,15.167,13.286,17.119,16.443,98.603,89.998,76.609,46.038,22.252,53.818,51.624,43.514,23.013,6.659,20.661,20.608,15.771,9.99,0.264,2.865,2.865,2.232,2.201,0,0,0,0,0,0,94.522,89.649,78.1,40.477,22.499,4.354,4.21,0.726,15.741,8.32,0.755,0.73,0.003,4.202,1.775,495.247,734.905,637.361,-1024.068,-964.44,137.888,126.857,114.548,40.122,20.374,130.271,126.092,109.881,35.054,15.299,0.2973,0.294,4341.916886,21968.25246,5.059574616
PRT,2019,Ver,20.753,23.867,25.191,16.439,14.514,10.603,12.658,13.69,7.213,5.986,15.382,17.985,19.163,11.486,9.85,70.872,66.041,64.483,75.801,81.194,49.106,42.696,40.919,55.715,61.989,728.732,323.944,208.605,394.027,285.855,6227.243,5208.655,4256.274,2052.438,1059.727,2.853,2.819,2.868,2.605,2.526,0.701,0.913,1.023,0.417,0.265,11.484,16.3,18.733,4.658,1.252,97.128,96.817,86.472,12.625,0,49.023,48.988,46.729,8.304,0,7.125,7.125,7.104,1.249,0,0.07,0.07,0.07,0,0,14.54,12.558,12.099,16.628,18.083,127.745,122.282,98.591,31.707,5.006,78.972,78.387,65.67,16.916,0.573,31.2,31.198,27.852,6.952,0.002,3.201,3.201,3.201,0.633,0,0,0,0,0,0,122.31,111.589,98.457,23.093,9.051,9.32,5.726,4.762,6.627,3.052,1.607,0.647,0.439,1.496,0.757,-953.1,-507.195,-48.068,-826.521,-299.092,169.629,160.722,130.063,37.928,8.019,160.81,157.71,132.162,26.642,0.422,0.2973,0.294,4341.374158,23179.16275,5.3391304
PRT,2020,Cal,20.922,23.901,25.767,16.223,14.716,11.34,13.319,14.655,8.275,7.409,15.879,18.377,19.979,11.964,10.774,73.074,68.334,66.209,80.279,82.907,52.215,45.831,43.395,61.15,65.305,731.935,450.263,258.331,561.257,407.158,6033.608,5035.582,4173.844,1831.629,971.751,2.683,2.733,2.696,2.814,2.854,0.692,0.908,1.055,0.332,0.247,10.243,14.752,17.633,3.494,1.381,86.595,86.595,80.753,9.254,0.311,50.319,50.319,49.221,2.266,0.034,9.274,9.274,9.222,0.021,0,0.048,0.048,0.048,0,0,15.484,13.738,12.886,18.331,19.628,104.724,99.759,86.38,19.085,5.114,63.662,63.183,57.362,5.658,0.49,29.724,29.699,28.414,1.266,0.025,3.099,3.099,3.096,0,0,0,0,0,0,0,92.854,90.8,83.171,16.824,3.76,1.996,1.719,0.848,2.52,0.823,0.26,0.241,0.086,0.556,0.221,550.577,731.962,786.787,-610.028,-342.787,147.09,137.974,118.732,30.698,9.862,129.857,128.19,112.038,26.234,4.347,0.2973,0.294,4340.831431,37115.6136,8.550346677
PRT,2021,Cal,20.534,23.691,24.836,15.595,13.943,10.754,12.727,13.658,7.726,7.062,15.361,17.964,19.002,11.396,10.231,71.988,67.509,66.756,79.278,83.248,50.611,44.541,43.454,60.856,66.501,751.515,390.482,269.713,596.535,458.775,6221.687,5230.679,4257.044,1858.076,919.281,2.77,2.689,2.74,2.804,2.851,0.662,0.858,0.94,0.333,0.23,9.573,13.291,15.5,2.625,0.623,73.604,73.439,69.791,5.645,0,34.005,33.995,33.904,1.074,0,4.366,4.366,4.366,0.052,0,0.22,0.22,0.22,0,0,15.068,13.164,13.005,18.627,20.819,110.289,106.962,84.055,19.446,0.707,57.664,57.362,49.355,7.799,0,19.082,19.081,18.634,1.416,0,1.847,1.847,1.847,0.003,0,0.031,0.031,0.031,0,0,98.357,83.045,77.887,5.915,0.4,4.15,0.907,0.179,0.084,0.036,0.338,0.269,0,0.019,0.002,-98.923,371.368,608.07,57.321,163.759,157.83,145.159,113.815,27.669,1.081,132.829,128.888,110.8,16.627,0,0.2973,0.294,4340.288703,8976.977253,2.068290353
PRT,2022,Ver,21.663,24.638,26.358,16.705,15.325,11.805,13.831,14.762,7.824,6.507,16.447,18.962,20.302,11.885,10.468,70.628,66.268,63.476,74.831,75.767,49.207,43.207,39.681,54.438,55.778,816.358,432.625,176.852,349.432,125.273,6119.613,5101.653,4295.589,1979.62,1136.294,2.737,2.794,2.77,2.702,2.67,0.766,0.99,1.144,0.418,0.353,11.644,16.102,19.927,4.435,4.001,96.308,95.773,90.853,4.257,0.701,52.206,52.204,51.779,0.103,0.012,12.566,12.566,12.566,0,0,0.612,0.612,0.612,0,0,14.973,13.225,11.152,15.977,15.067,131.43,117.352,103.69,32.371,16.428,76.231,71.626,65.501,10.247,4.749,34.368,33.695,31.354,0.977,0.668,6.587,6.538,6.434,0.049,0.049,0.086,0.086,0.086,0,0,130.699,98.053,93.479,53.824,47.491,17.216,4.287,3.512,17.639,16.136,2.555,0.503,0.451,2.44,2.12,-571.246,172.325,178.191,-1382.731,-1363.303,173.498,144.809,130.339,57.084,40.08,151.221,137.9,121.865,30.623,16.774,0.2973,0.294,4339.745975,57562.11011,13.26393537
PRT,2023,Cal,21.614,25.135,26.72,16.641,14.659,11.455,13.941,14.864,8.556,7.265,16.284,19.323,20.565,12.341,10.724,70.361,65.686,62.783,78.919,81.164,48.529,42.097,38.579,59.827,64.011,726.901,457.831,210.779,634.129,454.665,6311.581,5232.753,4392.725,1885.812,1011.852,2.723,2.766,2.804,2.719,2.801,0.764,1.004,1.137,0.365,0.263,11.991,17.145,20.653,2.88,1.241,98.888,98.888,90.704,5.155,0,59.823,59.823,57.831,0.425,0,14.793,14.793,14.792,0,0,0.138,0.138,0.138,0,0,14.479,12.959,11.529,18.638,19.686,131.351,126.322,106.667,24.479,5.371,85.195,85.133,73.782,8.835,0.22,44.45,44.45,38.796,3.244,0.006,5.162,5.162,5.04,0.103,0,0,0,0,0,0,128.648,118.876,108.746,18.176,9.794,44.89,42.378,40.174,4.008,2.512,26.141,25.832,25.303,0.397,0.308,-609.931,-155.788,7.928,-625.972,-340.712,168.952,154.254,129.671,36.806,13.073,153.569,150.825,131.121,25.289,3.232,0.2973,0.294,4339.203247,21234.40017,4.893617321
PRT,2024,Cal,21.169,23.816,25.683,16.825,15.328,11.645,13.398,14.249,9.029,7.858,16.104,18.351,19.716,12.651,11.284,73.715,69.668,65.599,81.269,83.697,52.983,47.606,42.411,62.987,66.096,798.621,485.435,175.816,774.406,413.227,6100.057,5061.87,4320.309,1767.754,990.82,2.834,2.893,2.831,2.77,2.63,0.661,0.85,1.019,0.354,0.245,9.525,13.578,17.495,2.358,0.806,79.529,79.528,78.608,7.949,0,40.048,40.048,39.988,1.991,0,5.776,5.776,5.776,0.001,0,0.074,0.074,0.074,0,0,15.854,14.451,11.976,20.122,19.934,93.824,93.082,91.352,12.842,0.489,54.52,54.52,54.471,8.711,0,19.603,19.603,19.603,4.757,0,2.447,2.447,2.447,0.122,0,0,0,0,0,0,108.798,98.224,95.918,5.105,0.269,9.694,4.386,4.37,0.728,0.019,0.971,0.247,0.247,0.44,0,243.177,512.647,60.297,205.609,-34.016,145.507,137.444,130.927,22.174,4.805,133.407,131.707,127.208,11.178,0,0.2973,0.294,4338.660519,84331.01838,19.43710922
ROU,1990,Cal,12.912,17.06,18.578,6.712,3.877,3.897,7.281,8.871,-1.473,-3.648,8.412,12.325,13.99,2.377,-0.174,76.747,73.9,73.847,78.544,79.656,58.365,53.926,53.876,61.925,64.435,818.647,610.317,518.086,263.428,170.547,4773.179,4067.045,3334.146,1424.014,713.592,1.744,1.757,1.698,1.875,1.832,0.354,0.466,0.515,0.185,0.136,1.53,2.147,2.329,0.493,0.243,6.702,6.702,6.428,0,0,0.634,0.634,0.634,0,0,0.005,0.005,0.005,0,0,0,0,0,0,0,20.828,18.34,18.719,23.058,25.751,33.588,32.021,23.243,8.655,2.267,4.814,4.704,3.493,1.225,0.187,0.217,0.215,0.167,0.05,0.001,0,0,0,0,0,0,0,0,0,0,46.521,34.096,15.557,28.78,12.346,21.385,17.1,5.22,14.872,3.487,6.38,5.82,1.847,4.27,0.354,-1336.74,-1133.7,-642.957,-367.914,-156.98,25.733,25.108,17.271,7.429,0.527,28.923,27.469,22.608,1.371,0.029,0.3649,2.00E-04,6869.234375,444,0.064636024
ROU,1991,Cal,11.3,15.922,17.95,5.606,2.882,3.159,7.279,9.144,-2.202,-4.26,7.196,11.646,13.668,1.506,-0.877,80.191,79.707,79.842,81.019,82.535,63.289,61.413,61.178,65.25,68.243,1046.427,883.24,758.809,303.852,208.058,4397.264,3700.337,3066.722,1340.775,686.864,1.719,1.724,1.704,1.718,1.722,0.267,0.347,0.385,0.16,0.108,0.504,0.681,0.722,0.491,0.22,0.047,0.047,0.037,0.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.276,22.331,21.933,25.466,27.586,5.111,4.392,3.398,4.179,0.663,0.075,0.072,0.019,0.228,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.979,3.119,0.931,17.876,14.132,8.835,0.706,0.039,8.867,7.742,2.933,0.162,0.004,3.183,2.968,637.205,768.813,779.316,-420.54,-198.339,6.513,6.128,4.89,2.193,0.635,5.132,4.776,3.597,5.107,1.453,0.3649,2.00E-04,6874.242813,277,0.040295347
ROU,1992,Ver,12.048,16.852,19.239,4.522,1.997,3.307,7.346,9.48,-3.091,-5.199,7.71,12.233,14.56,0.56,-1.766,76.077,74.49,73.731,79.322,80.702,58.272,55.037,54.104,63.817,66.644,844.615,682.598,534.796,281.114,159.133,4731.493,4017.128,3345.486,1407.377,714.506,1.849,1.837,1.747,1.859,1.782,0.352,0.465,0.54,0.157,0.111,1.506,2.128,2.637,0.333,0.157,8.025,8.011,7.956,0.01,0,0.602,0.602,0.598,0,0,0.009,0.009,0.009,0,0,0,0,0,0,0,22.449,19.763,18.905,27.096,29.388,31.161,29.602,26.953,2.812,0.682,5.169,5.108,4.873,0.241,0.016,0.218,0.218,0.218,0,0,0,0,0,0,0,0,0,0,0,0,28.431,20.812,16.245,12.854,8.357,6.928,5.224,4.398,3.163,2.461,1.494,1.238,1.145,0.205,0.18,-824.876,-663.753,-600.714,-210.767,-119.339,20.951,20.393,18.92,2.18,0.409,24.699,24.02,22.54,1.62,0.365,0.3649,2.00E-04,6879.25125,729,0.105970835
ROU,1993,Cal,11.536,16.28,18.559,4.414,2.284,2.535,6.846,8.866,-3.632,-5.558,7.102,11.719,13.953,0.273,-1.83,76.396,75.765,74.363,78.032,76.887,59.001,56.878,54.935,62.141,61.616,916.504,700.411,572.551,354.462,155.506,4726.892,3995.798,3346.88,1352.107,732.988,1.858,1.816,1.803,1.933,1.891,0.342,0.448,0.52,0.159,0.136,1.22,1.688,1.987,0.368,0.334,3.558,3.555,3.53,0.069,0.014,0.316,0.316,0.316,0.004,0,0.02,0.02,0.02,0,0,0,0,0,0,0,23.775,20.848,19.637,26.227,26.091,27.529,24.145,22.913,4.923,3.781,3.478,3.088,3.045,0.381,0.356,0.361,0.332,0.331,0.028,0.028,0.009,0.008,0.008,0.001,0.001,0,0,0,0,0,48.455,12.899,10.037,37.402,35.147,26.305,3.464,2.42,23.117,22.157,10.129,0.904,0.621,9.47,9.182,-784.352,-362.46,-263.806,-351.431,-394.967,16.887,14.976,12.977,2.311,1.672,17.062,15.999,15.022,2.614,1.212,0.3649,2.00E-04,6884.259688,518,0.075244111
ROU,1994,Cal,13.123,17.707,20.142,6.05,3.096,4.496,8.271,10.478,-1.798,-4.153,8.836,13.13,15.517,1.973,-0.696,77.011,75.046,74.218,79.561,81.046,59.243,55.596,54.402,64.107,67.411,848.969,693.891,556.264,315.059,222.043,4685.435,4008.538,3346.067,1360.26,677.458,1.781,1.779,1.727,1.872,1.848,0.365,0.481,0.561,0.176,0.118,1.381,1.917,2.346,0.449,0.18,5.493,5.493,5.398,0.028,0.003,0.232,0.232,0.232,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0,21.085,19.086,18.806,25.203,28.655,28.424,25.54,22.965,5.719,2.606,3.976,3.367,3.032,1.03,0.663,0.18,0.152,0.152,0.031,0.03,0,0,0,0,0,0,0,0,0,0,27.437,19.857,16.363,11.786,7.462,8.795,6.091,5.373,3.266,2.428,1.955,1.25,1.16,0.592,0.443,-851.88,-644.565,-536.406,-365.416,-161.672,20.672,19.454,17.487,4.218,0.932,24.117,22.689,21.247,1.963,0.522,0.3649,2.00E-04,6889.268125,312,0.045287829
ROU,1995,Ver,11.576,16.275,18.303,5.459,3.316,3.046,7.223,9.262,-2.29,-4.001,7.366,11.855,13.97,1.481,-0.449,78.853,76.959,76.644,80.408,81.672,61.573,57.763,57.447,64.987,67.428,1052.582,762.432,675.065,348.94,195.59,4595.588,3933.958,3254.271,1326.298,682.309,1.756,1.741,1.76,1.851,1.827,0.304,0.402,0.458,0.159,0.124,0.739,1.063,1.159,0.368,0.261,1.544,1.544,1.544,0.094,0,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,24.091,20.683,21.183,25.134,27.183,13.23,12.641,11.114,2.443,1.202,0.83,0.815,0.726,0.045,0.032,0.005,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,10.344,8.267,3.221,8.453,5.82,1.882,1.159,0.269,3.076,2.276,0.184,0.073,0.009,0.571,0.504,221.083,181.456,370.377,-214.115,-165.67,11.299,11.253,7.715,2.102,0.971,7.954,7.941,7.627,2.407,1.427,0.3649,2.00E-04,6894.276563,208,0.030169953
ROU,1996,Cal,10.855,15.216,18.173,2.64,0.218,2.738,6.559,9.16,-4.874,-6.795,6.835,11.013,13.864,-1.19,-3.348,79.596,77.539,76.456,81.757,82.892,63.286,59.364,57.871,67.552,70.771,1004.247,754.949,654.485,353.279,286.522,4519.962,3858.639,3236.012,1326.325,660.172,1.719,1.773,1.778,1.648,1.685,0.296,0.393,0.469,0.122,0.086,0.938,1.327,1.633,0.265,0.05,3.387,3.387,3.387,0,0,0.09,0.09,0.09,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0,24.571,22.244,21.021,30.031,32.857,15.687,15.516,15.43,0.84,0.323,1.525,1.524,1.524,0.084,0.009,0.022,0.022,0.022,0.005,0,0,0,0,0,0,0,0,0,0,0,15.778,13.362,13.213,5.466,2.558,6.534,5.806,5.793,0.991,0.762,1.908,1.866,1.866,0.043,0.043,161.429,173.677,91.079,-49.639,61.173,14.259,13.979,12.865,3.113,0.023,12.594,12.454,12.452,0.325,0.013,0.3649,2.00E-04,6899.285,227,0.03290196
ROU,1997,Cal,11.013,14.809,17.26,5.229,3.492,2.75,6.009,8.339,-2.466,-3.977,6.899,10.539,12.999,1.229,-0.412,78.814,77.079,77.97,80.932,83.15,61.991,58.572,59.558,65.723,69.567,1045.128,865.119,732.319,308.394,205.218,4561.574,3863.315,3173.038,1359.613,689.065,1.801,1.847,1.84,1.713,1.648,0.278,0.359,0.405,0.15,0.115,0.593,0.819,0.945,0.314,0.184,0.359,0.359,0.356,0,0,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,24.543,22.19,22.183,26.221,28.796,13.738,12.438,9.142,3.245,0.472,1.191,0.828,0.631,0.187,0.008,0.018,0.013,0.013,0,0,0,0,0,0,0,0,0,0,0,0,13.753,11.494,4.456,9.43,2.341,3.659,3.119,1.111,2.535,0.527,0.353,0.342,0.091,0.262,0.012,556.592,530.613,589.892,-118.92,-29.194,9.809,9.766,8.148,2.645,0.287,6.07,6.068,5.6,0.146,0.14,0.3649,2.00E-04,6904.293438,68,0.009848944
ROU,1998,Ver,11.707,16.301,18.944,5.106,4.215,3.099,7.363,9.738,-2.573,-3.208,7.437,11.958,14.526,1.091,0.258,77.829,76.595,76.673,79.375,81.783,60.678,58.056,57.695,64.052,67.79,1011.764,834.911,666.956,335.602,199.544,4580.114,3861.147,3199.65,1378.047,695.676,1.859,1.897,1.822,1.864,1.766,0.319,0.416,0.481,0.155,0.124,0.945,1.335,1.687,0.242,0.151,3.345,3.345,3.345,0.003,0,0.206,0.206,0.206,0,0,0,0,0,0,0,0,0,0,0,0,23.884,21.354,20.625,25.405,26.4,17.387,16.626,14.06,4.541,1.668,1.822,1.779,1.523,0.671,0.398,0.088,0.088,0.088,0.005,0.005,0.007,0.007,0.007,0,0,0,0,0,0,0,26.832,19.073,11.588,14.774,7.276,10.829,6.764,3.689,7.056,3.981,2.973,1.677,0.734,2.236,1.294,67.014,72.458,31.668,-60.764,-17.424,14.381,14.102,13.37,1.058,0.105,13.084,13.084,13.073,0.477,0.003,0.3649,2.00E-04,6909.301875,137,0.019828342
ROU,1999,Cal,12.418,17.046,19.504,4.409,1.385,4.019,8.11,10.329,-3.355,-5.973,8.213,12.667,15.084,0.368,-2.467,79.396,77.986,77.741,80.427,81.47,62.219,59.265,58.829,65.304,67.889,1056.097,771.594,657.411,380.206,226.466,4615.194,3915.625,3257.87,1363.519,703.715,1.773,1.745,1.691,1.828,1.765,0.309,0.404,0.464,0.148,0.106,0.675,0.926,1.07,0.174,0.117,0.549,0.549,0.537,0,0,0.002,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,23.858,21.325,20.79,28.454,31.438,9.851,9.103,7.335,2.069,0.249,0.211,0.156,0.142,0.014,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.508,3.285,1.944,2.493,1.737,0.615,0.439,0.249,0.328,0.25,0.027,0.001,0,0.027,0.026,361.965,377.281,419.284,159.492,47.019,9.477,9.318,7.71,0.798,0.208,4.761,4.753,4.302,0.007,0,0.3649,2.00E-04,6914.310313,379,0.054813855
